id,class,cap-color,does-bruise-or-bleed,stem-height
17114,p,n,f,6.25
17115,p,g,f,5.09
17116,p,y,f,3.19
17117,p,n,f,12.23
17118,p,r,t,4.94
17119,p,n,f,11.04
17120,p,g,f,5.27
17121,e,o,f,5.64
17122,p,w,f,7.96
17123,p,l,f,5.89
17124,e,n,t,7.27
17125,e,n,f,4.48
17126,e,n,f,7.97
17127,e,b,f,4.92
17128,e,e,f,4.63
17129,e,n,f,4.67
17130,p,o,f,5.19
17131,p,l,f,6.03
17132,p,y,f,5.35
17133,e,b,f,6.61
17134,p,r,t,4.51
17135,p,e,t,7.48
17136,p,n,f,8.2
17137,e,y,f,7.38
17138,p,w,f,2.86
17139,e,g,f,5.21
17140,e,n,f,4.84
17141,p,p,t,7.52
17142,p,n,f,5.73
17143,p,o,f,6.16
17144,p,n,f,8.45
17145,e,y,f,4.86
17146,e,n,f,5.59
17147,p,y,f,5.23
17148,p,n,f,8.4
17149,e,n,f,6.37
17150,p,l,f,3.5
17151,e,p,t,4.62
17152,p,w,t,6.82
17153,p,n,f,7.75
17154,p,w,f,3.48
17155,e,n,f,6.05
17156,p,n,f,3.23
17157,p,n,f,3.75
17158,e,g,t,12.09
17159,e,y,f,6.77
17160,e,w,f,5.61
17161,p,o,f,3.99
17162,p,n,f,8.44
17163,p,n,f,5.31
17164,e,n,f,5.19
17165,e,w,t,10.46
17166,e,g,f,4.77
17167,e,n,f,6.09
17168,p,y,f,4.64
17169,e,n,f,4.43
17170,p,g,f,9.08
17171,p,w,t,9.48
17172,p,n,f,5.82
17173,e,n,f,6.24
17174,e,g,f,4.37
17175,p,n,f,4.28
17176,p,n,f,6.06
17177,p,n,f,14.41
17178,p,y,f,4.87
17179,e,n,f,6.66
17180,e,n,f,6.11
17181,p,e,f,18.05
17182,p,y,f,5.55
17183,e,g,f,6.54
17184,p,w,f,9.44
17185,p,p,f,4.96
17186,p,e,f,6.36
17187,e,n,f,4.94
17188,e,w,f,5.07
17189,e,n,f,4.42
17190,p,n,t,7.52
17191,e,r,f,7.75
17192,p,l,f,5.82
17193,p,k,f,3.9
17194,e,n,f,3.95
17195,p,n,f,5.21
17196,p,r,f,4.67
17197,e,y,f,6.0
17198,e,y,f,7.09
17199,e,n,f,5.72
17200,e,w,f,7.03
17201,e,w,t,5.63
17202,e,l,f,7.68
17203,p,n,f,10.84
17204,p,n,f,5.47
17205,p,n,f,6.53
17206,p,k,f,9.1
17207,e,k,f,4.08
17208,p,g,f,5.14
17209,p,n,f,9.44
17210,e,n,f,5.84
17211,e,y,f,5.97
17212,p,g,f,8.47
17213,p,g,f,2.86
17214,p,y,f,8.44
17215,p,w,f,12.43
17216,e,w,f,4.71
17217,p,n,f,6.0
17218,p,r,f,3.86
17219,p,o,f,6.18
17220,p,y,f,6.89
17221,p,r,f,10.87
17222,p,o,f,3.29
17223,p,n,f,11.69
17224,e,k,f,4.66
17225,e,n,f,5.84
17226,e,n,f,6.16
17227,e,o,f,5.9
17228,p,w,f,4.38
17229,e,g,f,5.18
17230,p,g,f,8.68
17231,p,n,t,5.21
17232,p,y,t,5.71
17233,e,n,f,5.28
17234,p,n,f,7.01
17235,p,g,t,6.08
17236,e,y,f,7.39
17237,e,w,f,16.27
17238,p,n,f,4.92
17239,e,b,f,6.19
17240,p,y,f,9.18
17241,p,w,f,12.13
17242,p,n,f,6.7
17243,e,p,f,5.11
17244,e,n,f,6.46
17245,e,w,f,3.51
17246,p,n,f,3.31
17247,p,n,t,9.11
17248,p,o,f,16.65
17249,p,y,f,5.37
17250,p,o,f,3.91
17251,p,w,f,7.31
17252,p,n,f,10.57
17253,p,y,f,9.18
17254,p,g,f,4.56
17255,p,k,f,9.1
17256,e,y,f,7.06
17257,p,y,f,3.99
17258,p,w,f,4.37
17259,e,w,t,5.62
17260,e,w,f,17.96
17261,e,w,f,5.69
17262,p,r,t,5.76
17263,e,n,f,9.16
17264,e,w,f,19.27
17265,p,n,f,5.43
17266,e,e,f,6.09
17267,e,n,f,5.61
17268,p,n,f,5.16
17269,e,g,f,4.27
17270,p,n,t,6.38
17271,e,e,f,3.74
17272,p,p,f,4.49
17273,p,n,f,6.07
17274,e,n,f,8.14
17275,p,r,t,4.81
17276,p,n,f,7.83
17277,p,o,f,3.35
17278,e,w,f,3.7
17279,p,e,f,7.78
17280,e,n,f,5.53
17281,p,n,f,7.26
17282,p,y,f,6.43
17283,p,o,t,3.04
17284,e,n,f,5.88
17285,p,n,f,6.77
17286,e,w,t,6.46
17287,p,n,f,5.54
17288,e,w,f,3.62
17289,p,r,f,1.54
17290,p,e,f,3.7
17291,e,o,t,7.13
17292,p,n,f,9.78
17293,e,p,f,6.16
17294,p,n,t,8.78
17295,e,y,f,4.88
17296,p,p,t,8.51
17297,p,r,f,10.86
17298,p,e,f,13.01
17299,p,n,f,8.2
17300,p,g,f,11.27
17301,e,w,f,4.67
17302,p,o,f,6.02
17303,e,p,f,4.72
17304,p,o,f,9.17
17305,p,u,f,4.78
17306,p,n,f,8.45
17307,p,y,f,5.89
17308,p,e,f,5.89
17309,p,n,f,3.98
17310,e,n,f,12.0
17311,p,y,f,5.01
17312,e,n,f,7.89
17313,e,y,f,5.46
17314,p,n,f,3.25
17315,e,n,t,11.22
17316,p,y,f,5.45
17317,p,o,t,3.74
17318,p,l,f,4.96
17319,p,w,f,4.15
17320,e,n,t,8.1
17321,e,n,f,4.85
17322,e,w,f,7.04
17323,p,n,f,8.11
17324,p,e,t,5.94
17325,e,w,f,19.07
17326,e,w,f,6.91
17327,e,g,f,4.91
17328,p,n,f,6.07
17329,e,n,f,4.31
17330,e,n,f,4.84
17331,p,y,f,6.01
17332,p,n,f,5.87
17333,e,n,t,8.34
17334,e,n,t,10.56
17335,p,n,f,5.22
17336,p,y,f,8.42
17337,p,w,t,6.67
17338,p,n,f,10.97
17339,e,n,f,7.67
17340,e,g,f,4.74
17341,e,n,f,7.08
17342,p,u,f,6.0
17343,e,w,f,3.67
17344,e,n,f,6.15
17345,e,w,f,7.98
17346,p,w,f,2.77
17347,p,o,f,3.69
17348,e,y,f,6.67
17349,p,n,t,8.16
17350,p,n,f,11.34
17351,e,n,t,7.61
17352,e,n,f,6.31
17353,e,b,f,5.23
17354,e,w,t,5.24
17355,e,g,f,3.42
17356,e,y,f,5.78
17357,e,n,f,6.23
17358,p,y,f,5.93
17359,e,b,f,6.81
17360,e,n,t,12.23
17361,e,n,f,5.11
17362,p,n,f,5.12
17363,e,n,t,12.19
17364,p,y,f,6.14
17365,e,n,f,7.15
17366,e,n,f,5.98
17367,e,n,f,5.55
17368,p,r,t,5.7
17369,e,u,f,4.15
17370,e,n,f,5.88
17371,p,e,f,6.03
17372,e,n,t,4.45
17373,e,n,f,6.58
17374,p,k,t,4.79
17375,e,y,f,7.8
17376,e,g,f,4.6
17377,p,n,t,4.85
17378,e,w,f,5.63
17379,p,l,f,7.05
17380,e,e,f,7.1
17381,e,n,t,10.91
17382,e,n,f,6.42
17383,p,y,f,3.27
17384,e,b,f,5.52
17385,p,n,f,4.64
17386,p,w,f,9.76
17387,e,n,t,6.73
17388,p,n,f,6.08
17389,e,n,f,5.29
17390,e,e,t,7.02
17391,e,n,t,5.72
17392,e,n,f,12.29
17393,e,n,f,5.0
17394,p,w,f,8.44
17395,p,n,f,11.78
17396,p,o,t,5.99
17397,e,g,f,4.9
17398,e,w,t,5.5
17399,e,k,f,6.21
17400,e,b,f,5.96
17401,p,w,t,7.76
17402,p,n,f,10.41
17403,p,n,f,4.83
17404,p,r,t,4.73
17405,p,n,f,10.25
17406,p,p,t,8.41
17407,e,n,f,6.18
17408,p,e,t,6.31
17409,p,o,f,5.01
17410,e,k,f,5.22
17411,e,y,f,8.49
17412,e,r,f,5.77
17413,p,k,f,3.62
17414,e,w,f,8.33
17415,p,e,t,5.65
17416,e,n,f,6.49
17417,p,o,f,9.05
17418,e,e,t,5.35
17419,p,e,t,5.48
17420,p,e,f,3.62
17421,e,w,f,3.45
17422,p,y,t,8.48
17423,p,n,f,6.13
17424,p,n,f,5.76
17425,p,g,f,12.35
17426,p,w,f,12.51
17427,e,b,f,4.81
17428,e,n,f,7.33
17429,p,e,f,6.05
17430,e,n,f,6.11
17431,e,u,t,4.24
17432,p,n,f,10.42
17433,p,n,f,4.22
17434,e,n,f,13.32
17435,e,e,f,6.15
17436,p,n,t,9.59
17437,e,b,f,6.58
17438,p,n,f,7.72
17439,e,g,f,6.09
17440,e,o,f,4.38
17441,e,w,f,3.52
17442,p,g,t,4.89
17443,p,y,f,3.29
17444,p,g,t,4.69
17445,e,b,f,4.93
17446,p,n,t,5.26
17447,e,y,f,3.85
17448,e,p,f,4.39
17449,e,n,f,6.2
17450,p,y,f,2.1
17451,p,u,t,8.52
17452,p,w,f,3.31
17453,p,n,f,4.29
17454,e,b,f,5.11
17455,p,e,f,2.95
17456,p,n,f,4.64
17457,p,y,f,6.4
17458,p,n,f,4.61
17459,e,n,f,4.91
17460,p,p,t,7.83
17461,e,n,t,7.48
17462,p,y,f,7.24
17463,e,y,f,7.42
17464,p,r,t,5.73
17465,e,w,t,6.72
17466,p,n,f,3.69
17467,e,n,t,9.2
17468,p,g,f,2.94
17469,e,n,f,4.58
17470,p,e,f,5.67
17471,p,y,f,10.16
17472,e,n,f,4.53
17473,e,n,f,5.92
17474,e,b,f,6.15
17475,p,n,f,5.3
17476,e,w,f,20.01
17477,e,k,f,3.86
17478,e,y,t,8.06
17479,p,e,f,4.51
17480,e,w,f,17.79
17481,p,e,f,2.74
17482,e,n,t,6.0
17483,p,e,f,4.07
17484,e,y,f,6.42
17485,p,e,f,8.43
17486,e,n,t,3.92
17487,p,n,f,5.4
17488,e,n,f,7.33
17489,p,g,f,5.51
17490,p,g,f,7.13
17491,p,w,f,3.27
17492,e,e,t,6.85
17493,p,n,f,6.7
17494,e,n,f,6.89
17495,e,o,f,2.62
17496,p,u,f,5.39
17497,p,n,f,4.63
17498,e,n,f,4.8
17499,e,w,f,5.14
17500,p,w,f,11.96
17501,p,n,f,7.0
17502,e,n,t,8.01
17503,p,o,f,3.45
17504,e,b,f,5.42
17505,p,n,f,10.93
17506,p,k,f,2.85
17507,p,n,f,7.13
17508,p,w,t,7.52
17509,e,y,f,6.79
17510,e,p,t,5.33
17511,p,n,f,8.05
17512,p,w,f,3.73
17513,p,w,f,8.16
17514,e,y,f,4.26
17515,p,r,t,4.58
17516,p,r,t,5.24
17517,e,e,t,5.24
17518,p,k,f,3.76
17519,e,e,f,8.06
17520,p,y,f,12.29
17521,p,w,t,7.49
17522,e,n,f,4.07
17523,p,l,f,6.06
17524,e,w,f,7.98
17525,p,n,f,4.31
17526,e,n,f,5.46
17527,p,o,f,5.95
17528,p,w,f,2.96
17529,p,p,t,7.95
17530,p,n,f,10.42
17531,e,n,f,12.98
17532,p,y,f,6.23
17533,e,w,f,3.44
17534,p,y,f,3.76
17535,p,p,f,4.54
17536,e,n,f,5.72
17537,p,w,f,5.59
17538,p,n,f,4.53
17539,p,w,f,8.4
17540,e,n,t,9.41
17541,e,g,f,5.01
17542,e,n,t,6.87
17543,e,n,f,4.87
17544,p,n,f,9.22
17545,e,n,f,6.72
17546,p,n,f,4.99
17547,p,n,f,3.86
17548,e,o,f,5.21
17549,e,n,t,7.54
17550,p,n,f,5.75
17551,e,n,f,4.82
17552,p,n,f,4.11
17553,e,n,t,10.13
17554,e,e,t,4.63
17555,p,n,f,5.05
17556,e,n,f,6.3
17557,p,n,f,9.87
17558,e,n,f,5.68
17559,e,n,f,4.78
17560,p,u,f,6.28
17561,e,y,t,8.36
17562,p,n,f,8.16
17563,e,g,f,5.49
17564,p,n,t,3.9
17565,p,e,f,4.88
17566,p,n,f,12.51
17567,p,o,f,4.49
17568,e,n,t,9.1
17569,e,n,f,4.99
17570,p,p,t,8.67
17571,e,o,t,5.05
17572,p,w,f,4.78
17573,e,l,f,2.44
17574,p,n,f,7.26
17575,e,w,f,7.18
17576,p,n,f,5.7
17577,p,w,t,8.26
17578,e,n,t,10.31
17579,e,b,f,5.79
17580,e,n,f,7.74
17581,p,w,f,4.21
17582,e,n,t,9.96
17583,p,n,f,6.54
17584,e,n,f,5.74
17585,p,n,f,3.52
17586,e,n,f,6.58
17587,p,n,f,5.73
17588,p,e,t,6.03
17589,p,n,f,5.51
17590,e,n,t,9.74
17591,p,e,f,4.65
17592,e,g,f,5.33
17593,e,n,f,6.31
17594,p,y,f,8.52
17595,e,y,f,7.33
17596,e,n,t,9.36
17597,e,o,f,15.75
17598,e,u,f,4.66
17599,p,n,t,5.61
17600,p,r,t,5.44
17601,p,n,f,7.11
17602,e,n,f,7.35
17603,e,n,t,8.66
17604,p,n,t,4.87
17605,p,n,f,10.79
17606,p,n,f,6.33
17607,p,n,f,9.09
17608,p,n,f,5.61
17609,p,k,f,5.9
17610,e,u,t,3.9
17611,p,n,f,9.69
17612,e,n,f,6.54
17613,e,w,f,8.18
17614,e,y,f,7.38
17615,e,u,f,6.21
17616,e,n,t,9.13
17617,e,n,t,8.4
17618,e,n,f,4.63
17619,e,n,f,3.75
17620,p,p,t,7.46
17621,e,o,f,5.93
17622,e,n,f,9.24
17623,e,o,f,5.93
17624,p,n,f,4.73
17625,p,w,f,9.56
17626,p,y,f,5.32
17627,p,e,t,5.91
17628,e,g,f,2.79
17629,p,n,f,1.59
17630,e,n,t,9.16
17631,p,o,t,5.66
17632,p,n,f,3.64
17633,e,n,f,5.32
17634,p,n,f,12.84
17635,p,g,f,11.32
17636,e,n,t,10.41
17637,e,n,f,4.03
17638,e,n,f,6.65
17639,e,n,f,12.99
17640,e,n,f,6.4
17641,p,o,f,3.45
17642,e,n,f,4.6
17643,p,n,f,8.33
17644,p,n,f,2.24
17645,p,n,f,5.59
17646,p,n,f,11.05
17647,p,e,f,7.96
17648,p,p,t,7.65
17649,e,n,f,6.85
17650,e,p,t,6.16
17651,p,n,f,1.74
17652,p,n,f,5.72
17653,p,n,f,5.63
17654,p,n,f,10.93
17655,p,b,f,3.92
17656,p,g,f,10.84
17657,p,n,f,8.92
17658,p,n,f,5.0
17659,p,y,f,6.62
17660,e,b,f,6.33
17661,e,g,f,4.27
17662,e,o,t,5.84
17663,p,g,f,5.67
17664,e,n,f,5.8
17665,e,n,f,3.78
17666,e,n,f,7.69
17667,p,n,f,4.66
17668,e,n,f,13.1
17669,p,g,f,2.73
17670,p,o,f,5.59
17671,e,n,f,4.57
17672,e,r,f,7.19
17673,p,r,t,5.96
17674,p,y,f,3.3
17675,e,n,f,5.3
17676,e,u,f,4.54
17677,p,n,f,5.32
17678,e,y,f,4.55
17679,p,n,f,7.05
17680,p,w,f,2.61
17681,e,o,f,7.61
17682,p,y,f,5.7
17683,p,w,f,3.25
17684,p,k,t,4.58
17685,e,n,t,10.05
17686,p,o,f,5.21
17687,e,w,t,7.54
17688,e,y,f,6.0
17689,e,n,f,5.24
17690,e,n,f,5.34
17691,p,e,f,6.23
17692,e,n,f,4.86
17693,e,n,t,9.25
17694,e,e,f,6.34
17695,p,n,f,10.79
17696,e,w,f,4.48
17697,e,b,f,5.16
17698,p,w,t,5.64
17699,p,p,f,4.48
17700,p,y,f,4.81
17701,e,n,f,8.67
17702,e,n,f,4.89
17703,e,n,f,5.37
17704,p,p,t,7.66
17705,e,n,f,5.84
17706,p,y,f,6.74
17707,e,b,f,7.71
17708,e,u,f,4.69
17709,p,n,f,11.23
17710,e,y,f,6.8
17711,p,o,f,4.74
17712,e,n,f,4.96
17713,e,n,t,4.56
17714,p,r,f,4.84
17715,p,n,f,8.73
17716,p,n,f,5.08
17717,e,n,f,4.52
17718,e,e,t,5.92
17719,e,n,f,3.91
17720,p,o,f,2.98
17721,p,n,f,5.42
17722,e,n,f,5.92
17723,p,n,f,7.9
17724,p,p,t,7.81
17725,e,g,f,4.92
17726,e,n,t,4.75
17727,e,n,f,5.75
17728,p,e,t,7.28
17729,e,l,f,5.83
17730,e,p,t,4.98
17731,p,w,f,3.25
17732,p,n,f,7.52
17733,e,n,f,5.55
17734,p,w,f,3.62
17735,e,n,f,5.54
17736,p,y,f,6.07
17737,p,n,f,5.05
17738,p,n,f,9.37
17739,e,w,f,4.33
17740,e,n,f,7.08
17741,e,n,f,6.09
17742,p,u,f,4.5
17743,e,u,f,5.92
17744,e,g,f,5.09
17745,p,n,f,7.96
17746,p,r,f,1.42
17747,p,r,t,5.84
17748,p,r,t,4.46
17749,e,n,f,6.28
17750,p,n,f,5.63
17751,e,n,t,9.1
17752,e,e,f,5.25
17753,e,b,f,6.83
17754,e,n,f,6.47
17755,p,w,f,2.55
17756,p,n,f,5.79
17757,p,o,f,3.4
17758,p,n,f,4.85
17759,p,k,f,3.54
17760,p,n,f,5.76
17761,e,l,f,2.26
17762,p,e,f,4.48
17763,p,y,f,5.07
17764,p,k,f,9.42
17765,e,n,f,4.72
17766,e,g,f,4.43
17767,p,n,f,5.77
17768,e,n,f,5.91
17769,p,e,f,4.1
17770,e,w,t,6.2
17771,p,e,f,6.46
17772,p,n,f,5.32
17773,e,n,f,5.4
17774,p,n,f,5.79
17775,e,n,f,8.27
17776,e,b,f,8.04
17777,p,y,f,6.17
17778,p,e,f,6.25
17779,e,n,f,6.35
17780,p,n,t,3.77
17781,p,p,f,3.91
17782,e,n,t,7.84
17783,e,n,f,5.84
17784,e,y,f,3.31
17785,e,b,f,4.74
17786,p,o,f,3.39
17787,e,n,f,5.94
17788,p,n,f,5.93
17789,p,y,f,6.4
17790,e,w,f,3.23
17791,p,w,t,6.99
17792,p,g,f,4.92
17793,e,n,f,5.99
17794,p,r,f,10.65
17795,e,g,f,5.4
17796,e,n,f,6.31
17797,p,e,f,13.12
17798,e,w,f,3.92
17799,p,e,f,6.49
17800,p,n,f,6.48
17801,p,n,f,5.75
17802,e,n,f,6.09
17803,p,b,f,4.66
17804,p,n,f,8.93
17805,e,k,f,4.07
17806,e,l,f,6.5
17807,e,y,f,6.67
17808,p,e,t,7.3
17809,e,n,t,9.14
17810,p,e,f,7.23
17811,e,n,f,7.03
17812,p,n,f,3.62
17813,p,n,f,5.59
17814,p,k,f,8.95
17815,p,r,f,11.18
17816,e,n,f,6.04
17817,e,n,f,4.26
17818,p,n,t,3.49
17819,p,w,f,6.17
17820,p,g,f,5.58
17821,e,b,f,5.32
17822,e,n,f,5.86
17823,e,w,f,3.17
17824,e,p,f,3.44
17825,e,y,f,6.71
17826,p,n,f,5.22
17827,p,n,f,5.51
17828,e,n,t,7.18
17829,p,u,f,3.67
17830,e,n,f,6.14
17831,p,n,f,3.76
17832,p,r,t,5.57
17833,p,n,f,5.99
17834,p,n,f,4.02
17835,e,n,f,6.46
17836,e,n,f,3.93
17837,p,e,f,6.76
17838,p,n,f,4.89
17839,e,n,f,6.24
17840,p,w,f,13.64
17841,e,b,f,2.41
17842,p,n,f,8.16
17843,p,w,f,5.35
17844,p,n,f,4.63
17845,p,w,f,3.7
17846,p,r,t,5.67
17847,p,k,t,4.89
17848,e,n,t,9.09
17849,p,n,f,5.82
17850,e,e,f,7.49
17851,p,y,f,6.52
17852,e,n,f,7.77
17853,e,n,f,12.35
17854,p,r,f,5.68
17855,p,e,f,4.34
17856,e,n,f,6.4
17857,e,g,f,7.98
17858,e,n,f,6.24
17859,p,n,t,5.77
17860,e,y,f,4.89
17861,p,n,f,9.86
17862,p,n,f,4.14
17863,p,w,f,3.28
17864,p,w,f,9.91
17865,p,n,f,6.42
17866,e,n,t,9.34
17867,p,n,t,6.86
17868,e,n,f,6.13
17869,e,n,f,5.3
17870,p,n,f,5.76
17871,p,w,f,7.83
17872,p,y,f,3.45
17873,e,g,f,5.82
17874,e,n,t,4.97
17875,p,u,f,6.02
17876,e,n,f,5.75
17877,e,w,f,8.04
17878,p,o,f,3.66
17879,e,n,f,5.08
17880,e,n,t,8.34
17881,e,e,f,7.18
17882,p,y,f,1.89
17883,e,o,f,4.47
17884,e,g,f,4.78
17885,p,y,f,8.12
17886,e,w,f,3.68
17887,p,r,t,4.64
17888,p,n,f,9.73
17889,e,w,t,13.51
17890,p,g,f,6.18
17891,e,n,f,8.15
17892,e,y,f,6.08
17893,e,w,f,19.0
17894,p,o,f,6.12
17895,p,e,f,5.93
17896,e,y,t,6.07
17897,p,e,f,12.32
17898,p,w,f,3.21
17899,p,n,t,3.46
17900,p,y,f,8.33
17901,p,w,f,3.25
17902,e,n,f,4.46
17903,e,n,t,10.1
17904,p,w,t,6.65
17905,p,u,f,7.58
17906,p,e,t,7.38
17907,p,n,f,5.94
17908,e,n,t,5.21
17909,p,y,f,7.32
17910,e,n,t,6.23
17911,e,n,f,6.77
17912,p,k,t,4.96
17913,p,y,f,7.93
17914,e,o,t,4.87
17915,e,n,f,8.01
17916,p,g,f,11.16
17917,e,w,f,4.71
17918,p,n,f,4.75
17919,p,n,f,5.35
17920,e,g,f,8.24
17921,p,w,t,7.74
17922,e,w,f,7.01
17923,p,n,f,2.08
17924,e,n,f,6.33
17925,e,n,t,8.49
17926,e,n,f,7.07
17927,e,n,f,5.72
17928,e,y,f,7.55
17929,e,n,f,10.93
17930,p,w,f,6.53
17931,p,n,f,3.9
17932,p,p,f,4.79
17933,p,y,f,4.05
17934,p,n,f,6.24
17935,p,n,f,4.95
17936,e,n,t,4.56
17937,e,g,f,3.01
17938,e,e,f,7.69
17939,e,e,f,16.1
17940,p,n,f,5.32
17941,e,w,f,5.63
17942,p,w,t,5.64
17943,e,y,f,6.06
17944,e,y,f,6.02
17945,p,y,f,3.89
17946,p,w,f,5.47
17947,p,w,t,6.07
17948,e,y,t,7.46
17949,e,n,f,7.16
17950,p,y,f,5.08
17951,p,n,f,9.71
17952,e,n,f,4.1
17953,e,n,t,9.37
17954,e,w,f,19.31
17955,e,y,t,7.07
17956,e,k,f,4.25
17957,p,y,f,7.25
17958,p,o,t,3.65
17959,e,w,t,11.1
17960,p,w,f,2.93
17961,e,n,f,12.75
17962,e,y,t,7.76
17963,e,n,f,6.66
17964,p,y,f,2.19
17965,p,o,t,4.73
17966,e,n,f,4.77
17967,e,w,f,3.52
17968,e,o,f,9.17
17969,p,n,f,4.3
17970,p,w,f,3.55
17971,e,b,f,4.73
17972,e,y,f,6.01
17973,p,n,f,16.23
17974,e,n,f,6.49
17975,p,b,f,3.99
17976,p,b,f,4.4
17977,p,k,f,4.75
17978,e,n,t,8.01
17979,p,n,f,4.05
17980,e,g,f,5.21
17981,p,o,f,4.84
17982,e,n,f,5.63
17983,p,n,f,4.37
17984,e,y,f,6.06
17985,e,w,t,5.83
17986,p,o,f,3.03
17987,e,n,t,7.34
17988,p,w,f,3.77
17989,e,n,f,6.83
17990,e,n,f,7.59
17991,e,n,t,8.9
17992,e,e,t,5.82
17993,p,n,f,5.59
17994,p,n,f,10.1
17995,p,o,f,6.24
17996,p,e,f,8.27
17997,e,n,f,4.79
17998,p,y,t,9.04
17999,p,n,f,8.53
18000,e,n,f,5.43
18001,e,n,f,8.79
18002,p,y,f,6.65
18003,p,w,f,5.04
18004,p,n,f,6.54
18005,e,n,f,6.72
18006,p,y,f,3.86
18007,p,w,f,8.41
18008,p,n,t,5.35
18009,e,n,f,5.6
18010,e,g,f,10.07
18011,p,w,f,3.32
18012,e,n,f,5.88
18013,p,n,f,8.27
18014,p,n,t,7.31
18015,p,o,f,3.91
18016,e,n,f,5.97
18017,p,n,f,4.59
18018,e,n,f,4.21
18019,p,w,f,11.31
18020,p,n,t,8.74
18021,p,y,f,4.63
18022,e,n,f,6.31
18023,p,e,t,6.15
18024,p,w,f,2.53
18025,p,e,f,17.26
18026,e,w,f,3.55
18027,p,o,t,3.71
18028,p,u,f,3.96
18029,e,n,t,10.62
18030,p,n,f,4.7
18031,p,e,t,5.91
18032,p,n,f,4.71
18033,p,y,f,5.22
18034,p,n,f,6.81
18035,p,y,f,13.01
18036,e,l,f,5.91
18037,e,y,t,7.56
18038,p,n,f,5.82
18039,p,w,t,5.8
18040,e,n,f,6.52
18041,e,n,t,9.02
18042,p,w,f,9.71
18043,e,n,f,5.36
18044,e,w,f,2.9
18045,p,w,f,3.04
18046,e,o,f,7.01
18047,p,w,f,3.25
18048,p,n,f,3.93
18049,p,n,f,6.01
18050,p,n,f,8.08
18051,p,e,f,7.61
18052,e,n,t,11.45
18053,p,y,f,3.45
18054,e,n,f,6.4
18055,p,n,f,3.37
18056,p,n,f,4.37
18057,p,g,f,11.13
18058,e,n,f,5.74
18059,p,n,f,13.0
18060,e,g,f,5.26
18061,p,p,t,7.33
18062,p,n,f,9.38
18063,e,n,f,7.81
18064,p,y,f,2.76
18065,p,n,f,6.84
18066,p,g,t,5.0
18067,p,n,f,5.84
18068,p,n,f,4.86
18069,e,n,f,2.0
18070,e,n,f,5.56
18071,e,n,f,4.62
18072,e,y,t,8.91
18073,p,y,f,3.71
18074,e,y,f,7.66
18075,p,n,f,1.98
18076,p,y,f,6.03
18077,p,y,f,5.7
18078,p,n,f,5.01
18079,e,b,f,7.92
18080,e,n,f,7.51
18081,p,o,t,5.03
18082,e,w,t,12.32
18083,p,n,f,4.61
18084,e,n,f,6.57
18085,p,r,f,1.55
18086,e,o,f,6.05
18087,p,g,f,5.47
18088,p,n,f,10.08
18089,e,n,t,8.31
18090,e,e,t,5.58
18091,p,e,f,6.74
18092,p,n,f,6.24
18093,e,g,f,5.63
18094,p,n,f,5.09
18095,p,w,f,12.72
18096,p,w,f,12.1
18097,p,n,f,13.31
18098,p,w,f,8.11
18099,p,p,f,4.29
18100,p,y,f,3.04
18101,p,g,f,9.56
18102,p,w,t,7.67
18103,p,n,f,6.23
18104,e,n,f,5.63
18105,e,n,f,6.31
18106,p,n,f,3.59
18107,p,g,f,2.75
18108,e,n,f,4.27
18109,e,o,f,5.11
18110,p,e,f,4.31
18111,e,n,f,4.88
18112,e,y,f,7.91
18113,e,p,t,5.45
18114,e,n,f,6.63
18115,e,n,t,5.54
18116,e,u,f,6.79
18117,e,n,f,6.37
18118,p,n,f,4.07
18119,p,y,t,7.94
18120,p,r,f,1.55
18121,e,g,f,5.1
18122,p,n,f,8.89
18123,e,y,t,4.96
18124,p,w,f,5.79
18125,p,p,f,4.41
18126,e,n,f,4.24
18127,p,r,t,6.05
18128,p,w,f,12.22
18129,e,e,f,5.72
18130,p,w,f,8.74
18131,e,g,f,4.57
18132,p,y,f,7.32
18133,p,n,f,8.36
18134,p,n,t,4.34
18135,p,n,f,5.61
18136,e,n,f,4.86
18137,p,n,f,8.44
18138,e,b,f,5.25
18139,p,e,f,5.75
18140,p,n,f,5.31
18141,e,w,f,22.18
18142,e,n,f,7.3
18143,e,n,t,7.78
18144,e,y,f,6.45
18145,e,w,t,12.87
18146,e,w,f,3.37
18147,p,n,t,6.16
18148,e,y,f,5.78
18149,e,n,f,9.03
18150,e,w,f,16.34
18151,p,n,f,4.09
18152,p,y,f,4.62
18153,p,n,f,4.32
18154,e,n,f,7.03
18155,e,w,t,5.5
18156,e,w,t,9.87
18157,p,l,f,3.77
18158,p,y,f,5.2
18159,e,y,f,7.1
18160,e,n,t,12.0
18161,e,g,f,5.17
18162,e,n,f,13.12
18163,e,n,f,8.39
18164,e,o,f,7.16
18165,p,y,f,3.57
18166,e,n,f,6.03
18167,p,r,t,6.58
18168,p,g,t,5.53
18169,e,n,t,7.94
18170,p,n,f,5.42
18171,p,n,f,9.64
18172,p,n,f,3.53
18173,p,o,f,1.42
18174,e,n,f,5.03
18175,p,e,f,6.81
18176,p,o,f,2.89
18177,p,n,f,9.48
18178,e,n,f,5.92
18179,e,g,f,6.82
18180,p,w,f,15.23
18181,p,o,f,3.85
18182,p,n,f,5.3
18183,p,y,f,4.96
18184,e,n,f,5.69
18185,p,n,f,10.41
18186,e,n,f,4.34
18187,e,n,f,6.7
